id_poste,id_entreprise,titre,description,skills,annee_experience,salaire_min,salaire_max,type_contrat,remote_policy,langues,latitude,longitude
1,1,Senior Back-End Developer,"Sensefuel
Fondée en 2017 par Christophe et Stéphane, Sensefuel développe une plateforme SaaS de recherche e-commerce et de découverte produits fondée sur une puissante technologie de Deep Learning.
Avec plus de 100 clients en France et en Europe, Sensefuel offre ses services à de multiples acteurs de l’e-commerce. La solution permet à nos clients d’optimiser leur performance en améliorant les taux","[{'name': 'Javascript', 'value': 50.0}, {'name': 'NodeJS', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}]",3,45.0,60.0,"{""permanent"": true}",3.0,fr,,
2,2,Ingénieur .net / SQL confirmé(e) - Lead - H/F ,"Pour renforcer nos équipes, nous recherchons un(e) ingénieur .net / SQL pour notre site de Marseille.
Au sein d’une petite équipe agile, animée par un chef de projet et en relation avec le PO, vous avez comme principales missions :
•	assurer le lead technique de l’équipe,
•	analyser le besoin métier communiqué par le client pour définir la meilleure stratégie de réalisation,
•	écrire le code corre","[{'name': '.NET core', 'value': 100.0}, {'name': 'WPF', 'value': 100.0}, {'name': 'Microsoft SQL Server', 'value': 100.0}, {'name': 'Android', 'value': 50.0}, {'name': 'Agile', 'value': 50.0}, {'name': 'C#', 'value': 50.0}, {'name': 'SCRUM', 'value': 50.0}]",3,45.0,55.0,"{""permanent"": true}",2.0,fr,,
3,3,Développeur.se  Full stack Java,"Concepteur-développeur confirmé, vous disposez d'au moins 2 ans d'expériences en développement en Java.
Nous recherchons des développeurs passionnés qui se démarquent par leur culture technologique, leur esprit d’équipe et leur pragmatisme.
Nous offrons un environnement bienveillant où le partage est une valeur clé tant entre nous qu'envers la communauté open source.
Au sein d'une équipe, vos miss","[{'name': 'Java', 'value': 100.0}, {'name': 'Spring', 'value': 70.0}, {'name': 'Angular', 'value': 50.0}, {'name': 'vueJS', 'value': 50.0}, {'name': 'React', 'value': 50.0}, {'name': 'Javascript', 'value': 30.0}, {'name': 'PostgreSQL', 'value': 70.0}, {'name': 'Docker', 'value': 70.0}, {'name': 'NodeJS', 'value': 50.0}, {'name': 'Git', 'value': 80.0}, {'name': 'Kubernetes', 'value': 50.0}]",2,32.0,50.0,"{""permanent"": true}",2.0,fr,,
4,4,Principal Software Engineer Python en startup - Full remote 75/90K,"Description🚀 **Rejoins Mergify en tant que Principal Software Engineer expert Python**  
  
**Rémunération brute annuelle : 75k€ à 90k€ en full remote  
Statut cadre au forfait  
  
Avantages : Flexibilité horaire, Full Remote, Tickets Restaurants, BSPCE**  
  
  
🏗️ **L'entreprise : un produit par les techs pour les techs  
  
Mergify** révolutionne la manière dont les ingénieurs logiciels gère","[{'name': 'Python', 'value': 50.0}, {'name': 'Typescript', 'value': 50.0}, {'name': 'Bootstrap', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Github', 'value': 50.0}, {'name': 'PostgreSQL', 'value': 50.0}, {'name': 'React', 'value': 50.0}, {'name': 'Redis', 'value': 50.0}]",8,75.0,90.0,"{""permanent"": true}",,,,
5,4,Lead Software Engineer Fullstack (Node & Vue) 45/60K hybride à Rennes,"🎯L'entrepriseCYIM fondée en 2001, se positionne à l'avant-garde du numérique au service des sociétés savantes de spécialité médicale. Notre mission est d'accompagner ces institutions prestigieuses dans leur transition numérique, en leur fournissant des services informatiques adaptés à leurs besoins spécifiques.  
**Nos Services Clés :****Gestion d'Événements :** Nous fournissons des plateformes c","[{'name': 'NodeJS', 'value': 50.0}, {'name': 'Anglais', 'value': 50.0}, {'name': 'Gestion de projet', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'React', 'value': 50.0}, {'name': 'Typescript', 'value': 50.0}]",6,55.0,60.0,"{""permanent"": true}",2.0,,,
6,4,Fullstack Software Engineer Saas (Symfony & React) 50/65K full remote,"Description**🚀Rejoins Octorenov pour donner du sens à ta carrière !**  
  
Octorenov, une jeune pousse dynamique, qui a vu le jour il y a un an. Filiale de la société NeedHelp, qui opère depuis 2014, Octorenov s'appuie sur son expertise dans le développement d'applications SaaS pour être rapidement opérationnelle.  
  
Le produit est un outil de suivi dédié au suivi des prestations d'installation","[{'name': 'Symfony', 'value': 50.0}, {'name': 'DDD', 'value': 50.0}, {'name': 'PHP', 'value': 50.0}, {'name': 'React', 'value': 50.0}, {'name': 'Github', 'value': 50.0}, {'name': 'Gitlab', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Javascript', 'value': 50.0}, {'name': 'Jira', 'value': 50.0}, {'name': 'Notion', 'value': 50.0}, {'name': 'PostgreSQL', 'value': 50.0}, {'name': 'Slack', 'value': 50.0}, {'name': 'Typescript', 'value': 50.0}]",8,50.0,65.0,"{""permanent"": true}",3.0,,,
7,5,Développeur Java / Spring,"“Jetdev c’est tout ce que vous m’aviez vendu”, “La co-construction et le bien-être des collabs ce n’est pas du bullshit”, “On est une famille”, “Quand on est Jetdev et qu’on arrive chez un client, on a l’impression d’être un super-héros” … Et ce n’est qu’une infime partie des retours des JetDevelopers ! Beaucoup d’ESN vont vous vendre “une boite à taille humaine” qui met “le collaborateur au coeur","[{'name': 'Spring', 'value': 50.0}, {'name': 'Spring Boot', 'value': 50.0}, {'name': 'Java', 'value': 50.0}, {'name': 'PostgreSQL', 'value': 50.0}, {'name': 'MongoDB', 'value': 50.0}, {'name': 'Google Cloud', 'value': 50.0}, {'name': 'Git', 'value': 50.0}]",2,36.0,55.0,"{""permanent"": true}",3.0,fr,,
8,5,Développeur Fullstack,"“Jetdev c’est tout ce que vous m’aviez vendu”, “La co-construction et le bien-être des collabs ce n’est pas du bullshit”, “On est une famille”, “Quand on est Jetdev et qu’on arrive chez un client, on a l’impression d’être un super-héros” … Et ce n’est qu’une infime partie des retours des JetDevelopers ! Beaucoup d’ESN vont vous vendre “une boite à taille humaine” qui met “le collaborateur au coeur","[{'name': 'React', 'value': 50.0}, {'name': 'VueJS', 'value': 50.0}, {'name': 'Angular', 'value': 50.0}, {'name': 'Spring Boot', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'Nest', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Blockchain', 'value': 50.0}, {'name': 'Agile', 'value': 50.0}]",2,36.0,55.0,"{""permanent"": true}",3.0,fr,,
9,4,Lead Software Engineer Fullstack (Node & Vue) 45/60K hybride à Rennes,"🎯L'entrepriseCYIM fondée en 2001, se positionne à l'avant-garde du numérique au service des sociétés savantes de spécialité médicale. Notre mission est d'accompagner ces institutions prestigieuses dans leur transition numérique, en leur fournissant des services informatiques adaptés à leurs besoins spécifiques.  

##### **Nos Services Clés :**

**Gestion d'Événements :** Nous fournissons des plat","[{'name': 'NodeJS', 'value': 50.0}, {'name': 'Anglais', 'value': 50.0}, {'name': 'Gestion de projet', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'React', 'value': 50.0}, {'name': 'Typescript', 'value': 50.0}]",6,55.0,60.0,"{""permanent"": true}",2.0,,,
10,4,Fullstack Software Engineer Saas (Symfony & React) 50/65K full remote,"Description**🚀Rejoins Octorenov pour donner du sens à ta carrière !**  
  
Octorenov, une jeune pousse dynamique, qui a vu le jour il y a un an. Filiale de la société NeedHelp, qui opère depuis 2014, Octorenov s'appuie sur son expertise dans le développement d'applications SaaS pour être rapidement opérationnelle.  
  
Le produit est un outil de suivi dédié au suivi des prestations d'installation","[{'name': 'Symfony', 'value': 50.0}, {'name': 'DDD', 'value': 50.0}, {'name': 'PHP', 'value': 50.0}, {'name': 'React', 'value': 50.0}, {'name': 'Github', 'value': 50.0}, {'name': 'Gitlab', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Javascript', 'value': 50.0}, {'name': 'Jira', 'value': 50.0}, {'name': 'Notion', 'value': 50.0}, {'name': 'PostgreSQL', 'value': 50.0}, {'name': 'Slack', 'value': 50.0}, {'name': 'Typescript', 'value': 50.0}]",8,50.0,65.0,"{""permanent"": true}",3.0,,,
11,6,Senior Machine Learning Engineer,"About us
Zar is building the next generation of coaching tools for esports players. We leverage machine learning to provide comprehensive support to gamers in their quest for progression and self-achi","[{'name': 'Python', 'value': 100.0}, {'name': 'NoSQL', 'value': 30.0}, {'name': 'PostgreSQL', 'value': 30.0}, {'name': 'Google Cloud', 'value': 70.0}]",5,,,"{""permanent"": true}",,,,
12,7,Cloud Ops,"A propos de Neomi
Neomi est une start-up qui vise à améliorer et faciliter les relations entre banques et promoteurs immobilier. Nous sommes actuellement 8 et en phase de croissance rapide.
Nous sommes situés en plein cœur de Paris dans un accélérateur de startups (Le Village by CA, 55 rue de la Boétie, 75008 PARIS).
https://www.linkedin.com/company/neomi-immo/
Profil recherché

De formation Bac+3","[{'name': 'Kubernetes', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Terraform', 'value': 50.0}, {'name': 'Azure', 'value': 50.0}]",1,40.0,50.0,"{""permanent"": true}",3.0,fr,,
13,8,DELIVERY MANAGER (H/F),"Le Delivery Manager a pour mission d’encadrer les équipes IT gérant un projet ou produit de bout-en-bout, dans les phases de Build et de Run, et dans un mode de fonctionnement Agile/DevOps.

Son rôle est d’assurer l’efficacité de ses équipes sur les sujets de QoS, de Delivery et d’Agilité, et de veiller à ce qu’elles se montrent à la hauteur du cadre d’autonomie qui leur est confié. Il suit égalem","[{'name': 'Gestion de projet', 'value': 50.0}, {'name': 'Management', 'value': 50.0}]",1,40.0,60.0,"{""permanent"": true}",3.0,fr,,
14,9,Software Engineer in Tests," Overview Testing is an essential part of a software. This is all the more true in the case of medical software where testing is critical to patient safety. Our testing team is at a crossroads of several fieds: business, clinical and technical. At Incepto, the Software Engineer in Tests does not execute manual tests but builds generic and scalable tests automation softwares. He/she is deeply invol","[{'name': 'Java', 'value': 80.0}, {'name': 'Python', 'value': 80.0}, {'name': 'Selenium', 'value': 60.0}, {'name': 'Docker', 'value': 70.0}, {'name': 'Google Cloud', 'value': 50.0}, {'name': 'Kubernetes', 'value': 20.0}]",1,,,"{""permanent"": true}",,,,
15,10,DevOps H/F,"Vos missions

Maintenir en condition opérationnelle les infrastructures virtualisées en diagnostiquant les pannes et les dysfonctionnements
Configurer et dimensionner les plateformes en fonction des performances requises
Industrialiser les architectures cibles et configurer les équipements (CI / CD)
Mettre en place des procédures et outils de surveillance permettant de garantir la haute disponibil","[{'name': 'Google Cloud', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'Microsoft SQL Server', 'value': 50.0}, {'name': 'Grafana', 'value': 50.0}, {'name': 'Gitlab', 'value': 50.0}, {'name': 'Jenkins', 'value': 50.0}, {'name': 'Azure Devops', 'value': 50.0}, {'name': 'Terraform', 'value': 50.0}, {'name': 'Prometheus', 'value': 50.0}, {'name': 'VMWare', 'value': 50.0}, {'name': 'Ansible', 'value': 50.0}, {'name': 'SQL', 'value': 50.0}]",5,50.0,60.0,"{""permanent"": true}",2.0,fr,,
16,11,Developpeur Back end ,"Descriptif du poste -  - Chez Xebia nos Développeurs ont l’amour du travail bien fait. Ils ont la volonté de mettre en œuvre les solutions techniques les mieux adaptées pour nos clients. -  - Epris de nouvelles technologies et de partage, ils travaillent en collaboration avec leur équipe et l’ensemble des membres de Xebia afin de façonner la meilleure solution. Artisans du code, ils appliquent les bonnes pratiques de qualité et de développement (tests, analyse du code, performance, etc.) dans la mise en place de leurs créations. -  - Nos espaces de création sont variés et donnent à chacun l’opportunité de partager son savoir : notre blog technique, les conférences les plus courues (Devoxx, Mix IT, etc.), des BBL, nos TechEvents (Mois de la Data by Xebia), la Xebicon … et tout ce que notre imagination de technophiles peut offrir :« Sky is the limit! » -  - Technologies abordées - Bibliothèque de tests unitaires (JUnit, Mocha…) ;
Outils de couverture de code (Istanbul, Jacoco...) ;
Logiciels d’analyse de code (SonarQube, Eslint…). -  - Profil recherché -  - Crafts(wo)men passionné(e)s only ! -  - Compétences attendues - Connaissances approfondies d'un ou plusieurs langages de programmation ;
Bonne culture générale informatique (méthodologies agiles, environnements, intégration continue) ;
Ouverture sur la communauté ;
Connaissance théorique et/ou pratique du Test Driven Development ;
Capacité à estimer la complexité des tâches techniques et Users Stories fonctionnelles. - Déroulement des entretiens -  - Déroulement des entretiens - Postulez à l'offre ; - Échangez avec un recruteur autour de vos envies, de vos passions et de Xebia ; - Développez un exercice technique chez vous dans la technologie de votre choix ; - Rencontrez un Consultant Xebia pour discuter de votre exercice et de ce qui vous anime ; - Rencontrez l'un des Directeurs Opérationnels de Xebia pour un dernier échange ; - Signez votre contrat, et votre intégration commence !","[{'name': 'Java JEE', 'value': 100.0}, {'name': 'Javascript', 'value': 100.0}, {'name': 'Amazon Web Services', 'value': 90.0}, {'name': 'Google Cloud', 'value': 80.0}, {'name': 'vueJS', 'value': 70.0}, {'name': 'Swift', 'value': 70.0}, {'name': 'Kotlin', 'value': 80.0}, {'name': 'Python', 'value': 80.0}, {'name': 'Scala', 'value': 70.0}, {'name': 'AngularJS', 'value': 70.0}, {'name': 'NodeJS', 'value': 70.0}, {'name': 'React', 'value': 80.0}]",2,,,"{""permanent"": true}",,,,
17,11,Développeur Front-End (H/F),"Mission - ** Le développeur front-end chez Xebia ** : -  - Chez nous, le développeur front-end est un développeur à part entière !  - Il/Elle n’est ni un intégrateur, ni un designer.  - Que nous soyons spécialisé(e)s ou intéressé(e)s  par les frameworks JS du moment en (React, en Vue.js ou en Angular), nos missions nous amènent à nous pencher sur des problématiques aussi diverses que variées. Redux, GraphQL, SSR, Performance, sont donc des termes du quotidien, toujours supportés par une curiosité sans faille et une motivation inébranlable pour faire du craftsmanship. -  - ** Vous partagez avec nous la même vision du job ? Ok, parlons maintenant de l’environnement ! ** -  - Nous sommes agiles et nous avons la passion du craftsmanship. Nous appliquons les bonnes pratiques de qualité et de développement (tests, analyse du code, performance, clean code etc.) dans la mise en place de nos créations.  - Tout cela démontre notre volonté à mettre en œuvre les solutions techniques les mieux adaptées pour nos clients. -  - ** Vous chez nous ? ** -  - Vous aurez la possibilité d'être formé(e), et de partager auprès de la communauté technique tout au long de votre carrière professionnelle notamment avec notre XKE ( Xebia Knowledge Exchange ) qui se déroule une fois par mois au sein de notre siège.  - Mais aussi l'occasion de partager votre savoir sur notre blog technique  au cours des conférences techniques les plus courues (Best of Web, DevFest, dotJS, dotCSS, Devoxx, MiXiT,ect), des BBL, nos TechEvents ou encore la Xebicon. - En bref, tout ce que votre imagination de technophiles peut vous offrir: "" Sky is the limit!"". -  - Profil recherché - Vous avez au moins deux ans d’expérience professionnelle (hors stage) en développement front-end  sur un ou plusieurs des frameworks JS suivants: React, Vue, Angular - Vous avez une bonne connaissance et mise en pratique en HTML5 / CSS3 /JavaScript (ES2018, ESNext) - Vous êtes stimulé(e) par la simple notion du mot “ Craft”  et vous avez une curiosité pour les technologies JavaScript côté serveur (Node.js, GraphQL) - Vous avez une bonne connaissance des standards Web et des appétences sur les problématiques multi-navigateurs, de sécurité et de performances - Vous vous intéressez aux problématiques  UX/UI - ","[{'name': 'Angular', 'value': 70.0}, {'name': 'React', 'value': 80.0}, {'name': 'vueJS', 'value': 70.0}, {'name': 'HTML5', 'value': 70.0}, {'name': 'CSS3', 'value': 70.0}, {'name': 'NodeJS', 'value': 70.0}, {'name': 'Typescript', 'value': 70.0}, {'name': 'Fullstack', 'value': 70.0}]",2,,,"{""permanent"": true}",,,,
18,12,Tech Lead Mulesoft - Paris,"Vos missions
 Être Développeur (se) / Tech lead Data Intégration sur Mulesoft c’est :
  *  Participer au recueil des besoins auprès de nos clients
  *  Participer à la conception, l’architecture et l’intégration de la solution d’intégration retenue
  *  Déployer et optimiser au quotidien des pipelines de données dans le Cloud,
  *  Développer des nouveaux flux/API,
  *  Apporter / Diffuser une Exp","[{'name': 'Mulesoft', 'value': 50.0}, {'name': 'D3', 'value': 50.0}, {'name': 'API REST', 'value': 50.0}, {'name': 'Groovy', 'value': 50.0}, {'name': 'Java', 'value': 50.0}, {'name': 'Javascript', 'value': 50.0}, {'name': 'Kafka', 'value': 50.0}, {'name': 'Kong', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'Python', 'value': 50.0}, {'name': 'RabbitMQ', 'value': 50.0}, {'name': 'Talend', 'value': 50.0}, {'name': 'WebMethods', 'value': 50.0}]",5,,,"{""permanent"": true}",,,,
19,12,Salesforce Architect - Montpellier (34),"Vos missions :

  *  Analyser la solution globale, sur les plans métiers, fonctionnel et architecture. 
  *  Définir et mettre en place le schéma directeur SI et être le garant du respect de la roadmap stratégique
  *  Être force de proposition sur l'orientation du choix de la solution (standard / custom...), ainsi que sur la partie Devops
  *  Avoir un rôle de conseil prépondérant auprès de nos c","[{'name': 'Salesforce', 'value': 50.0}, {'name': 'Anglais', 'value': 50.0}, {'name': 'Management', 'value': 50.0}, {'name': 'Web Components', 'value': 50.0}]",5,,,"{""permanent"": true}",,,,
20,12,Lead Développeuse/Développeur Cloud,"Vos missions
  *  Être garant de la cohérence technique et fonctionnelle de l'application  
  *  Développer des applications modernes serverless ou à base de container an tirant parti des services managés d’un des providers (AWS, Azure ou GCP)  
  *  Participer activement à la démarche Finops et Sécurité du projet 
  *  Accompagner le développement commercial via l’innovation : #LowCode, #IOT, #Ev","[{'name': 'Azure', 'value': 50.0}, {'name': 'IoT', 'value': 50.0}, {'name': 'Serverless', 'value': 50.0}]",7,,,"{""permanent"": true}",,,,
21,12,Développeuse / Développeur Frontend Alt  - Nantes,"Vos missions

Vos Missions : 
Ecouter et analyser le besoin de nos clients ; 

Développer et paramétrer des solutions en Front-End (HTML ; CSS ; Javascript ; Angular ; React ; Node JS) ; 

Réaliser des revues de code en collaboration avec votre équipe ; 

Argumenter les choix de conceptions et d’algorithmes ; 

Tester unitairement les développements réalisés par l’équipe afin de valider les foncti","[{'name': 'Angular', 'value': 50.0}, {'name': 'CSS3', 'value': 50.0}, {'name': 'HTML5', 'value': 50.0}, {'name': 'Javascript', 'value': 50.0}, {'name': 'NodeJS', 'value': 50.0}, {'name': 'React', 'value': 50.0}]",1,,,{},,,,
22,12,Développeuse/Développeur Frontend ALT-Bordeaux,"Vos missions 

Ecouter et analyser le besoin de nos clients ; 

Développer et paramétrer des solutions en Front-End (HTML ; CSS ; Javascript ; Angular ; React ; Node JS) ; 

Réaliser des revues de code en collaboration avec votre équipe ; 

Argumenter les choix de conceptions et d’algorithmes ; 

Tester unitairement les développements réalisés par l’équipe afin de valider les fonctionnalités ; 

R","[{'name': 'Angular', 'value': 50.0}, {'name': 'CSS3', 'value': 50.0}, {'name': 'HTML5', 'value': 50.0}, {'name': 'Javascript', 'value': 50.0}, {'name': 'NodeJS', 'value': 50.0}, {'name': 'React', 'value': 50.0}]",1,,,{},,,,
23,12,Ingénieur / Ingénieure Logiciel Senior - Aix en Provence,"Mission

Dans le cadre du renforcement des équipes, nous recrutons des développeurs logiciel JAVA/JEE sur le site d'Aix en Provence.
En tant qu’ingénieure/ingénieur logiciel au sein d’une pluridisciplinaire, vos responsabilités principales seront les suivantes :
  *  Intégrer l’un de nos projets et améliorer la solution déjà existante en développant des nouvelles fonctionnalités.
  *  Evoluer en e","[{'name': 'Angular', 'value': 50.0}, {'name': 'Java', 'value': 50.0}, {'name': 'MongoDB', 'value': 50.0}, {'name': 'Mysql', 'value': 50.0}, {'name': 'PostgreSQL', 'value': 50.0}, {'name': 'Spring', 'value': 50.0}, {'name': 'Spring Boot', 'value': 50.0}, {'name': 'VueJS', 'value': 50.0}]",7,,,"{""permanent"": true}",,,,
24,12,Senior Tech lead MES -Toulouse,"*  Ecouter et analyser le besoin technique de nos clients
  *  Coordonner les activités techniques pour tous les aspects du projet, vis-à-vis du client, du management de projet ou des équipes fonctionnelles, en lien avec les architectes projets
  *  Animer et encadrer une équipe de réalisation (organisation du travail, gestion de la charge…)
  *  Mettre en place les bonnes pratiques de conception,","[{'name': 'Anglais', 'value': 50.0}, {'name': 'C#', 'value': 50.0}, {'name': 'Management', 'value': 50.0}]",7,,,"{""permanent"": true}",,,,
25,12,Architecte Solution - Aix en provence,"Mission


Vous serez intégré au Centre d’Expertise Microsoft / Cloud Azur.
En tant qu'architecte solutions chez Capgemini, vous serez responsable de l'architecture de bout en bout d'une solution, y compris son assemblage, les choix techniques et sa conformité aux principes architecturaux SI établis avec les clients. 
Dans ce cadre il faudra : 
  *  Définir la structure du système, ses interfaces, ","[{'name': 'Angular', 'value': 50.0}, {'name': 'Azure', 'value': 50.0}, {'name': 'Azure Devops', 'value': 50.0}, {'name': 'Blazor', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Gitlab', 'value': 50.0}, {'name': 'JWT', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'React', 'value': 50.0}, {'name': 'Safe', 'value': 50.0}, {'name': 'SCRUM', 'value': 50.0}]",7,,,"{""permanent"": true}",,,,
26,12,Manager SAP PP (Production Planning),"Description de la mission

  *  Management opérationnel des équipes de consultants en mode Agile ou en delivery distribué, assurer le respect des délais, budgets et qualité des livrables sur le stream 
  *  Identifier les besoins métiers, en particulier sur les processus liés à la planification et à l'exécution de la production 

  *  Formaliser et synthétiser ces informations pour obtenir le busi","[{'name': 'SAP', 'value': 50.0}, {'name': 'Anglais', 'value': 50.0}, {'name': 'Gestion de projet', 'value': 50.0}, {'name': 'Management', 'value': 50.0}]",7,,,"{""permanent"": true}",,,,
27,12,Ingénieure/Ingénieur développement Mobile iOS - AIX EN PROVENCE,"Mission


Dans le cadre de votre fonction de Tech Lead mobile au sein de notre équipe aixoise, vous prendrez en charge les principales responsabilités ci-dessous :

•    Travailler sur les stacks mobiles hybride : Flutter, Angular/Ionic. Avoir des connaissances iOS, Android et sur les stores.
•    Comprendre les besoins du client, traduire ceux-ci en spécifications techniques, concevoir, chiffrer,","[{'name': 'IOS', 'value': 50.0}, {'name': 'Android', 'value': 50.0}, {'name': 'Flutter', 'value': 50.0}]",10,,,"{""permanent"": true}",,,,
28,12,Ingénieure / Ingénieur DevOps - Paris,"Vos missions :
  *  Contribuer à la conception bas niveau des solutions : concevoir des pipelines DevOps (jobs Jenkins, tâches Gradle/MAVEN …)
  *  Déployer les environnements techniques et les intégrer dans l.écosystème cible
  *  Vérifier la compatibilité entre les différents composants logiciels matériels ou systèmes,
  *  Intégrer et tester la solution dans les différents environnements techni","[{'name': 'D3', 'value': 50.0}, {'name': 'Active Directory', 'value': 50.0}, {'name': 'Ansible', 'value': 50.0}, {'name': 'Elasticsearch', 'value': 50.0}, {'name': 'Gitlab', 'value': 50.0}, {'name': 'Jenkins', 'value': 50.0}, {'name': 'Kubernetes', 'value': 50.0}, {'name': 'Terraform', 'value': 50.0}, {'name': 'VMWare', 'value': 50.0}]",5,,,"{""permanent"": true}",,,,
29,12,Ingénieure / Ingénieur Full Stack confirmé - Toulouse,"Vos missions

En tant que Développeur Full Stack, vous serez amené à :

  *  Assurer le développement des applications
  *  Garantir les users stories qui vous seront confiées
  *  Participer à toutes les phases d'un projet : de la conception à l'intégration
  *  Intervenir à la fois sur du Front-end (Javascript, Angular, React JS, Vue JS) et sur du Back-end (Java, Node.JS)
  *  Accompagner la mon","[{'name': 'Angular', 'value': 50.0}, {'name': 'Java', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Git', 'value': 50.0}, {'name': 'Javascript', 'value': 50.0}, {'name': 'Jira', 'value': 50.0}, {'name': 'NodeJS', 'value': 50.0}, {'name': 'React', 'value': 50.0}, {'name': 'SCRUM', 'value': 50.0}, {'name': 'Spring Boot', 'value': 50.0}, {'name': 'VueJS', 'value': 50.0}]",5,,,"{""permanent"": true}",,,,
30,12,Responsable Technique Java JEE Springboot - Toulouse,"Vos missions

Pour intervenir sur les projets de nos clients, nous recherchons des profils expérimentés pour relever des challenges technologiques, innover et travailler en équipe au cœur de la ville rose.
Vous serez amené à faire valoir votre expérience et votre savoir-faire technique pour :
  *  Gérer et animer les équipes de développement autour des technologies Java (planification, suivi et co","[{'name': 'Hibernate', 'value': 50.0}, {'name': 'Java', 'value': 50.0}, {'name': 'Spring Boot', 'value': 50.0}, {'name': 'Java JEE', 'value': 50.0}, {'name': 'Oracle', 'value': 50.0}, {'name': 'Struts', 'value': 50.0}]",7,,,"{""permanent"": true}",,,,
31,12,Architecte Fullstack - Software Craftsmanship spirit - BORDEAUX,"Vos missions : 

Notre équipe d’élite logicielle est avant tout composée de femmes et d’hommes talentueux, inspirants et dotés d’un leadership reconnu en interne mais aussi en externe :  
  *  Défis complexes : Contribution à la résolution de défis logiciels parmi les plus complexes 
  *  Opportunités de développement réseau : Développement actif du réseau à travers des participations à des événem","[{'name': 'Réseau', 'value': 50.0}]",5,,,"{""permanent"": true}",,,,
32,12,Responsable technique Java / Angular - Toulouse,"Votre rôle

En tant que Responsable technique JAVA/ANGULAR, vous serez amené à :
  *  Intervenir sur la conception et le développement de solutions innovantes
  *  Traiter des sujets techniques complexes
  *  Accompagner la montée en compétence et encadrer techniquement les plus juniors en fonction de votre expérience","[{'name': 'Angular', 'value': 50.0}, {'name': 'Java', 'value': 50.0}, {'name': 'Docker', 'value': 50.0}, {'name': 'Git', 'value': 50.0}, {'name': 'Jira', 'value': 50.0}, {'name': 'Mysql', 'value': 50.0}, {'name': 'Oracle', 'value': 50.0}, {'name': 'PostgreSQL', 'value': 50.0}, {'name': 'SCRUM', 'value': 50.0}, {'name': 'Spring Boot', 'value': 50.0}]",5,,,"{""permanent"": true}",,,,
33,12,Ingénieure / Ingénieur Systèmes Virtualisation - Lyon,"Choisir Capgemini, c'est choisir une entreprise où vous serez en mesure de façonner votre carrière selon vos aspirations. Vous serez soutenu et accompagné au sein d'une communauté collaborative composée de collègues du monde entier, où vous pourrez réécrire votre futur. Rejoignez-nous pour redéfinir les limites de ce qui est possible, contribuez à libérer la valeur de la technologie pour les plus ","[{'name': 'VMWare', 'value': 50.0}]",5,,,"{""permanent"": true}",,,,
34,12,Ingénieure / Ingénieur Systèmes Linux Confirmé(e) - Grenoble,"Choisir Capgemini, c'est choisir une entreprise où vous serez en mesure de façonner votre carrière selon vos aspirations. Avec le soutien et l'inspiration d'une communauté d’experts dans le monde entier, vous pourrez réécrire votre futur.  Rejoignez-nous pour redéfinir les limites de ce qui est possible, contribuer à libérer la valeur de la technologie pour les plus grandes organisations et partic","[{'name': 'Puppet', 'value': 50.0}, {'name': 'VMWare', 'value': 50.0}]",3,,,"{""permanent"": true}",,,,
35,12,Architecte de solution JAVA - Toulouse,"Vos missions

En tant qu’Architecte de solution, vous serez amené à :
-    Concevoir et architecturer des solutions de bout en bout
-    Assurer l’encadrement technique des projets 
-    Garantir la cohérence technique 
-    Intervenir sur le processus de transformation digitale 
-    Mener des ateliers avec l’ensemble des intervenants et construire la solution la plus adaptée
-    Encadrer de jeu","[{'name': 'Java', 'value': 50.0}, {'name': 'Spring Boot', 'value': 50.0}, {'name': 'Spring Cloud', 'value': 50.0}]",10,,,"{""permanent"": true}",,,,
36,12,Ingénieure / ingénieur DevOps confirmé - Toulouse,"Vos missions

Dans le cadre d’une mission DevOps pour l’un de nos clients grand compte, vous intègrerez une équipe projet composée de consultants expérimentés dans leurs domaines respectifs.

Ainsi, vous interviendrez sur les activités suivantes :
· Participer au design et au build de solutions DevOps et notamment sur les aspects : Continuous Integration, Continuous Deployment ;
· Participer à l’a","[{'name': 'Ansible', 'value': 50.0}, {'name': 'Jenkins', 'value': 50.0}]",4,,,"{""permanent"": true}",,,,
